QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2024 8,CR 2025 1,Column-22,,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"S N Med Coll, Agra",MBBS,"₹ 24,000",976,2,"₹ 10,00,000","₹ 12,000",90230,90230,-,-,-,-,85121,86255,87593,-,-,-,96885,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt IMS, Kasna",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",85320,85320,-,-,-,-,88677,88677,90804,-,-,-,85055,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹ 12,000",89903,89903,-,-,-,-,91253,91253,91253,-,-,-,101033,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt IMS, Kasna",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",89172,89172,-,-,-,-,88973,90585,92914,-,-,-,91046,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,722543,93654,-,-,-,-,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"S N Med Coll, Agra",MBBS,"₹ 24,000",976,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,96256,96256,96256,-,-,-,176455,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹ 12,000",93297,93297,-,-,-,-,93876,93876,97011,-,-,-,102777,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,"₹ 24,000",1268,2,"₹ 10,00,000","₹ 12,000",98901,98901,-,-,-,-,99785,99785,99785,-,-,-,111767,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,"₹ 24,000",700,2,"₹ 10,00,000","₹ 12,000",97438,97438,104484,-,-,-,97629,97629,100251,-,-,-,108116,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"SRMS IMS, Bareilly",MBBS,#########,950,0,₹ 0,"₹ 7,500",139372,139372,-,-,-,-,101256,100845,100845,82828,114962,-,177049,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,"₹ 24,000",700,2,"₹ 10,00,000","₹ 12,000",95121,95121,-,-,-,-,96138,96138,102446,-,-,-,99753,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,"₹ 24,000",1268,2,"₹ 10,00,000","₹ 12,000",101555,101555,105479,-,-,-,101693,101693,104764,76340,-,-,115157,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Hind IMS, Barabanki",MBBS,#########,580,0,₹ 0,Info not available,144680,144680,-,-,-,-,105386,105386,105386,61302,-,-,167386,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,"₹ 24,000",550,2,"₹ 10,00,000","₹ 12,000",255746,255746,-,-,-,-,107274,107274,107274,-,-,-,156460,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,"₹ 24,000",550,2,"₹ 10,00,000","₹ 12,000",107043,107043,-,-,-,-,106002,107367,107367,-,-,-,121164,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"KGMU, Lucknow",MBBS,"₹ 46,600",4500,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,27273,109309,109309,-,-,-,57335,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,"₹ 24,000",1268,2,"₹ 10,00,000","₹ 12,000",164682,164682,-,-,-,-,109567,109567,109567,-,-,-,210487,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,"₹ 24,000",470,2,"₹ 10,00,000","₹ 12,000",108208,108208,-,-,-,-,112707,112707,112707,-,-,-,121362,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,118345,118345,118345,-,-,-,170034,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,119913,119913,119913,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",160882,160882,-,-,-,-,122133,122133,122133,-,-,-,95842,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",105428,105428,-,-,-,-,117287,122368,122368,-,-,-,129207,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,"₹ 24,000",700,2,"₹ 10,00,000","₹ 12,000",129059,129059,-,-,-,-,122929,122929,122929,-,-,-,211122,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,123081,123081,123081,-,-,-,203410,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,"₹ 24,000",550,2,"₹ 10,00,000","₹ 12,000",125852,125852,-,-,-,-,124567,124567,124567,-,-,-,129751,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,125697,125697,125697,-,-,-,-,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,173614,-,-,-,-,125972,125972,125972,-,-,-,-,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,"₹ 24,000",470,2,"₹ 10,00,000","₹ 12,000",114897,114897,119133,-,-,-,122230,122230,126280,184304,-,-,131543,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",110676,110676,-,-,-,-,126468,126468,126468,-,-,-,132619,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",128718,128718,-,-,-,-,127384,127384,127384,-,-,-,148705,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Hind IMS, Sitapur",MBBS,#########,700,0,₹ 0,Info not available,199318,199318,-,-,-,-,129371,128892,128892,101284,56254,-,121547,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,129961,129961,129961,-,-,-,255505,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",123261,123261,-,-,-,-,131233,131233,131233,-,-,-,60060,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",240748,240748,-,-,-,-,132008,132008,132008,-,-,-,-,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",124250,124250,134866,-,-,-,132978,132978,132978,182393,-,-,139550,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Bulandshahr",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,134521,134521,134521,-,-,-,137338,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,Muzaffarnagar Medical College,MBBS,#########,857,0,₹ 0,Info not available,196918,196918,48512,-,-,-,136211,136211,136211,-,-,-,192231,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",478612,478612,-,-,-,-,95960,136455,136455,-,-,-,-,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",118315,118315,-,-,-,-,136679,136679,136679,-,-,-,139443,,,,,,
UP-Govt Quota,BC-NC,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,"₹ 24,000",470,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,137063,137063,137063,-,-,-,-,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Badaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",117281,117281,-,-,-,-,138302,138302,138302,184303,-,-,140980,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,"₹ 24,000",490,2,"₹ 10,00,000","₹ 12,000",121915,121915,-,-,-,-,138707,138707,138707,-,-,-,140304,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",241610,241610,-,-,-,-,141731,141731,141731,-,-,-,83052,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",135450,135450,-,-,-,-,143557,143557,143557,-,-,-,149492,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,"₹ 24,000",490,2,"₹ 10,00,000","₹ 12,000",130418,130418,140487,-,-,-,140112,140112,143600,-,-,-,148612,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,"₹ 24,000",2083,2,"₹ 10,00,000","₹ 12,000",201064,201064,-,-,-,-,144201,144201,144201,-,-,-,192714,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹ 12,000",119227,119227,-,-,-,-,144819,144819,144819,-,-,-,-,,,,,,
UP-Govt Quota,BC-NC,Uttar Pradesh,"Govt Med Coll, Badaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",111438,111438,-,-,-,-,145228,145228,145228,-,-,-,-,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Bulandshahr",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,147006,147006,147006,-,-,-,147015,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",137359,137359,143498,-,-,-,149090,149090,149090,-,-,-,155060,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Firozobad",MBBS,"₹ 24,000",517,2,"₹ 10,00,000","₹ 12,000",122646,122646,-,-,-,-,149518,149518,149518,-,-,-,135954,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Firozobad",MBBS,"₹ 24,000",517,2,"₹ 10,00,000","₹ 12,000",132995,132995,112582,-,-,-,150089,150089,150089,-,-,-,148051,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",138978,138978,-,-,-,-,153196,153196,153196,-,-,-,159799,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",136920,136920,-,-,-,-,153884,153884,153884,-,-,-,156146,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,"₹ 24,000",460,2,"₹ 10,00,000","₹ 12,000",135881,135881,-,-,-,-,156376,156376,156376,-,-,-,155412,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹ 12,000",144330,144330,-,-,-,-,156500,156500,156500,-,-,-,157338,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,156655,156655,156655,-,-,-,179322,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",138461,138461,-,-,-,-,156861,156861,156861,-,-,-,156374,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,157737,157737,157737,-,-,-,159559,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹ 12,000",131042,131042,-,-,-,-,158082,158082,158082,-,-,-,162973,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,158499,158499,158499,-,-,-,164901,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,"₹ 24,000",470,2,"₹ 10,00,000","₹ 12,000",131909,131909,-,-,-,-,158524,158524,158524,-,-,-,229336,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹ 12,000",140018,140018,-,-,-,-,159149,159149,159149,-,-,-,154653,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹ 12,000",147228,147228,-,-,-,-,159358,159358,159358,-,-,-,158329,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Badaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",132219,132219,133484,-,-,-,143760,143760,160022,-,-,-,151328,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",133705,133705,126858,108926,-,-,137110,137110,160135,-,-,-,151000,,,,,,
UP-Govt Quota,BC-NC,Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,160927,160927,-,-,-,204748,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹ 12,000",143313,143313,148252,-,-,-,157603,156936,161366,-,-,-,165003,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,161739,161739,-,-,-,179603,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹ 12,000",148945,148945,-,-,-,-,162010,162010,162010,-,-,-,171648,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",143610,143610,-,-,-,-,163000,163000,163000,-,-,-,172822,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"KD Med Coll, Mathura",MBBS,#########,720,0,₹ 0,"₹ 7,000",243445,243445,-,-,-,-,163454,163454,163454,49679,345298,363850,124130,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",139745,139745,132467,-,-,-,151564,151039,163796,-,-,-,162926,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,"₹ 24,000",460,2,"₹ 10,00,000","₹ 12,000",138971,138971,143501,-,-,-,155566,155566,164766,-,-,-,158068,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",148694,148694,-,-,-,-,165132,165132,165132,-,-,-,175326,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",140428,140428,145653,-,-,-,156507,156507,165424,-,-,-,162213,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹ 12,000",148669,148669,-,-,-,-,165430,165430,165430,-,-,-,167901,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,169811,169010,165593,-,-,-,176830,,,,,,
UP-Govt Quota,SC-NC,Uttar Pradesh,"KGMU, Lucknow",MBBS,"₹ 46,600",4500,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,136455,165927,165927,-,-,-,409901,,,,,,
UP-Govt Quota,BC-FF,Uttar Pradesh,"Govt IMS, Kasna",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",396082,396082,-,-,-,-,166038,166038,166038,-,-,-,-,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,165487,165487,167306,-,-,-,172194,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Govt Med Coll, Bulandshahr",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,77230,167508,167508,-,-,-,-,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",145718,145718,150536,-,-,-,160706,160706,168221,-,-,-,168823,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,168854,168854,168854,-,-,-,176662,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹ 12,000",145586,145586,144519,-,-,-,159795,159795,169008,-,-,-,164449,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,169241,169241,169241,-,-,-,172715,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,109309,169575,169575,-,-,-,121243,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,176881,170184,-,-,-,182620,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,171122,171122,171122,-,-,-,175720,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,171871,171871,-,-,-,182696,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",218673,218673,-,-,-,-,171956,171956,171956,-,-,-,243553,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,"₹ 24,000",700,2,"₹ 10,00,000","₹ 12,000",493766,493766,-,-,-,-,172992,172992,172992,-,-,-,245825,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,167531,167683,173373,-,-,-,172144,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹ 12,000",144457,144457,149825,-,-,-,161429,161429,173893,184249,-,-,168262,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,175200,175200,-,-,-,179473,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹ 12,000",146227,146227,152175,-,-,-,161397,161397,176462,-,-,-,166943,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"KGMU, Lucknow",MBBS,"₹ 46,600",4500,2,"₹ 10,00,000","₹ 12,000",86431,86431,297101,-,-,-,91368,91368,176581,-,-,-,87700,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,177247,177752,-,-,-,180905,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,177978,177963,-,-,-,185268,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",147337,147337,152230,-,-,-,164014,164014,178644,-,-,-,172828,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹ 12,000",151822,151822,145070,-,-,-,168346,167514,178758,-,-,-,177960,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",148726,148726,148125,-,-,-,167581,167581,178961,-,-,-,176828,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹ 12,000",152091,152091,-,-,-,-,168241,168241,179582,-,-,-,176109,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,175386,179685,-,-,-,182566,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,176669,180404,-,-,-,184028,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,174054,174054,180906,-,-,-,178131,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,173750,173750,180981,-,-,-,182050,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,173601,175044,181259,-,-,-,182490,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,178585,182595,182277,-,-,185273,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,177802,183028,-,-,-,185073,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,-,184147,-,-,-,185682,,,,,,
UP-Govt Quota,BC-NC,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹ 12,000",129528,129528,-,-,-,-,184743,184743,184743,-,-,-,-,,,,,,
UP-Govt Quota,SC-GL,Uttar Pradesh,"Faculty of Dental Sci, Lucknow",BDS,"₹ 46,600",Info Not Available,2,"₹ 10,00,000","₹ 12,000",154945,154945,-,-,-,-,178585,185919,185919,192274,-,-,189378,,,,,,
UP-Govt Quota,BC-NC,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,"₹ 24,000",460,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,160927,189926,189926,-,-,-,-,,,,,,
UP-Govt Quota,SC-OP,Uttar Pradesh,"Faculty of Dental Sci, Lucknow",BDS,"₹ 46,600",Info Not Available,2,"₹ 10,00,000","₹ 12,000",162899,160490,-,-,-,-,185578,186703,190810,-,-,-,192556,,,,,,
