QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2025 1
AI,ST,Maharashtra,"Government Med Coll, Sindhudurg",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",123718,131161,135799,-,-,-,129568,129568,142174,-,-,-,-,-
AI,EWS-PwD,Maharashtra,"Government Med Coll, Sindhudurg",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,645153
AI,SC-PwD,Maharashtra,"Government Med Coll, Sindhudurg",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,717607
AI,Open,Maharashtra,"Government Med Coll, Washim",MBBS,"₹ 1,58,600",448,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,23241,-,-,-,-,18359
AI,OBC,Maharashtra,"Government Med Coll, Washim",MBBS,"₹ 1,58,600",448,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,24329,24782,-,-,-,19526
AI,EWS,Maharashtra,"Government Med Coll, Washim",MBBS,"₹ 1,58,600",448,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,25208,-,-,-,-,21070
AI,SC,Maharashtra,"Government Med Coll, Washim",MBBS,"₹ 1,58,600",448,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,123991,-,-,-,-,101553
AI,ST,Maharashtra,"Government Med Coll, Washim",MBBS,"₹ 1,58,600",448,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,154928,-,-,-,-,135975
AI,OBC-PwD,Maharashtra,"Government Med Coll, Washim",MBBS,"₹ 1,58,600",448,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,1182814,-,-,-,-,505311
AI,Open,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",12925,15836,16276,23116,-,-,12051,17036,18630,-,-,-,-,13519
AI,OBC,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",14271,16831,17838,23393,-,-,14151,17858,19294,-,-,-,-,15210
AI,EWS,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",14179,17731,17731,-,-,-,14920,18381,19734,-,-,-,-,15562
AI,SC,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",79264,94166,98821,124638,-,-,71436,103124,112497,131807,-,-,-,84167
AI,ST,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",115653,122826,124705,165058,-,-,120028,125841,126514,-,-,-,-,109737
AI,Open-PwD,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",488475,833795,719100,-,-,-,435207,866928,866928,-,-,-,-,301170
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",708638,1209658,1209658,-,-,-,-,-,-,-,-,-,-,325372
AI,EWS-PwD,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,785592
AI,Open,Maharashtra,"Govt Med Coll, Alibag",MBBS,"₹ 1,58,600",420,1,"₹ 10,00,000","₹18,000",14788,17286,18713,23274,-,-,14636,17920,20276,-,-,-,-,15689
AI,OBC,Maharashtra,"Govt Med Coll, Alibag",MBBS,"₹ 1,58,600",420,1,"₹ 10,00,000","₹18,000",16079,17808,18969,-,-,-,15781,19239,21269,-,-,-,-,17028
AI,EWS,Maharashtra,"Govt Med Coll, Alibag",MBBS,"₹ 1,58,600",420,1,"₹ 10,00,000","₹18,000",16171,19669,19669,-,-,-,16665,20763,22414,-,-,-,-,18274
AI,SC,Maharashtra,"Govt Med Coll, Alibag",MBBS,"₹ 1,58,600",420,1,"₹ 10,00,000","₹18,000",79713,100480,104953,-,-,-,78864,108398,109885,-,-,-,-,64009
AI,ST,Maharashtra,"Govt Med Coll, Alibag",MBBS,"₹ 1,58,600",420,1,"₹ 10,00,000","₹18,000",124705,130877,130877,-,-,-,131027,130822,137949,-,-,-,-,-
AI,Open-PwD,Maharashtra,"Govt Med Coll, Alibag",MBBS,"₹ 1,58,600",420,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,603213,813637,813637,-,-,-,-,456250
AI,SC-PwD,Maharashtra,"Govt Med Coll, Alibag",MBBS,"₹ 1,58,600",420,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,686509
AI,Open,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",7076,10541,12336,21484,-,-,6960,10543,12470,-,-,-,-,7773
AI,OBC,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",9207,11450,14093,22875,-,-,8876,12925,14048,-,-,-,-,9911
AI,EWS,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",8813,11415,14240,-,-,-,9554,14832,15976,-,-,-,-,9694
AI,SC,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",39940,60992,79015,-,-,-,51604,81000,95456,-,-,-,-,55261
AI,ST,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",99540,113704,113704,-,-,-,103102,109999,123215,-,-,-,-,89293
AI,Open-PwD,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",321565,460227,460227,-,-,-,395071,395071,395071,-,-,-,-,-
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",494263,811641,-,-,-,-,-,-,-,-,-,-,-,-
AI,EWS-PwD,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",683353,858695,858695,-,-,-,-,-,-,-,-,-,-,-
AI,SC-PwD,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹18,000",964619,790525,790525,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹18,000",10188,11832,14244,-,-,-,7915,10345,11950,-,-,-,-,9314
AI,EWS,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹18,000",11454,14340,16367,-,-,-,9237,12100,13674,24245,-,-,-,10774
AI,OBC,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹18,000",11328,14009,14279,-,-,-,9446,13971,13971,-,-,-,-,10290
AI,SC,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹18,000",56247,60205,87887,115912,-,-,51211,51211,93974,-,-,-,-,46383
AI,ST,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹18,000",103902,112166,130122,-,-,-,95996,115138,123964,-,-,-,-,66674
AI,Open-PwD,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,592806,462940,462940,-,-,-,-,-
AI,SC-PwD,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,715958,715958,-,-,-,-,-,-
AI,Open,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",13943,16295,17365,23387,-,-,13966,17636,19255,-,-,-,-,14150
AI,EWS,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",14033,18251,19812,-,-,-,16732,19575,19575,-,-,-,-,17316
AI,OBC,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",15004,17253,18167,23396,-,-,14907,18373,20067,-,-,-,-,15666
AI,SC,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",79718,99922,103303,-,-,-,88774,104432,113333,-,-,-,-,91853
AI,ST,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",122575,129764,129764,-,-,-,125331,122071,126456,-,-,-,-,102566
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,668913,925301,925301,-,-,-,-,-
AI,Open-PwD,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,406411
AI,EWS-PwD,Maharashtra,"Govt Med Coll, Chandrapur",MBBS,"₹ 1,58,600",650,1,"₹ 10,00,000","₹18,000",839556,-,-,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",14523,16895,17940,23405,-,-,14452,18451,20449,-,-,-,-,15517
AI,OBC,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",15439,17434,18535,23406,-,-,15487,19028,21066,-,-,-,-,16238
AI,EWS,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",17228,19385,19552,-,-,-,17453,20412,22121,-,-,-,-,18457
AI,SC,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",84183,100075,101634,-,-,-,82992,104187,115284,-,-,-,-,95302
AI,ST,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",113704,130223,130223,-,-,-,126514,126514,134219,-,-,-,-,118775
AI,SC-PwD,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",738273,-,-,-,-,-,1209939,1382849,1382849,-,-,-,-,-
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,642727
AI,ST-PwD,Maharashtra,"Govt Med Coll, Gondia",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",-,-,840403,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Govt Med Coll, Jalgaon",MBBS,"₹ 1,58,600",441,1,"₹ 10,00,000","₹18,000",13805,16028,17421,23383,-,-,13468,17691,19537,-,-,-,-,14860
AI,OBC,Maharashtra,"Govt Med Coll, Jalgaon",MBBS,"₹ 1,58,600",441,1,"₹ 10,00,000","₹18,000",15095,17114,18215,23409,-,-,14908,18714,20171,22132,-,-,-,15816
AI,EWS,Maharashtra,"Govt Med Coll, Jalgaon",MBBS,"₹ 1,58,600",441,1,"₹ 10,00,000","₹18,000",15181,18371,19385,-,-,-,16468,19644,21375,-,-,-,-,17282
AI,SC,Maharashtra,"Govt Med Coll, Jalgaon",MBBS,"₹ 1,58,600",441,1,"₹ 10,00,000","₹18,000",80066,98405,98405,125814,-,-,78597,107002,107835,-,-,-,-,91995
AI,ST,Maharashtra,"Govt Med Coll, Jalgaon",MBBS,"₹ 1,58,600",441,1,"₹ 10,00,000","₹18,000",121514,125847,134316,-,-,-,119988,125169,125169,-,-,-,-,114432
AI,Open-PwD,Maharashtra,"Govt Med Coll, Jalgaon",MBBS,"₹ 1,58,600",441,1,"₹ 10,00,000","₹18,000",728230,728230,728230,-,-,-,-,-,-,-,-,-,-,-
AI,SC-PwD,Maharashtra,"Govt Med Coll, Jalgaon",MBBS,"₹ 1,58,600",441,1,"₹ 10,00,000","₹18,000",895810,895810,895810,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",13035,15863,17173,23359,-,-,12492,17480,19088,-,-,-,-,13256
AI,EWS,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",14660,17634,18241,-,-,-,14566,14566,19947,-,-,-,-,15523
AI,OBC,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",13925,16618,18059,23388,-,-,14340,18107,20156,-,-,-,-,14886
AI,SC,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",78243,95921,98768,-,-,-,80028,103021,114797,-,-,-,-,88273
AI,ST,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",102809,119503,127724,-,-,-,117909,127868,137789,-,-,-,-,105247
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,743416,766494,981238,-,-,-,-,-
AI,EWS-PwD,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,348805,-,-,-,-,-,-,-
AI,Open-PwD,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",619031,619031,619031,-,-,-,-,-,-,-,-,-,-,-
AI,EWS,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹18,000",13414,15775,16399,24894,-,-,12559,16554,16554,-,-,-,-,14254
AI,Open,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹18,000",10736,14165,15775,23009,-,-,10074,15038,17503,22348,-,-,-,10401
AI,OBC,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹18,000",11693,15004,16085,23043,-,-,11404,15625,18201,-,-,-,-,11881
AI,SC,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹18,000",71669,83037,96676,125238,-,-,72714,90477,108171,133932,-,-,-,79887
AI,ST,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹18,000",111591,121722,123513,160974,-,-,106485,123215,129568,-,-,-,-,101407
AI,Open-PwD,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹18,000",579737,953619,953619,-,-,-,374198,-,-,-,-,-,-,252110
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹18,000",620819,1020227,1020227,-,-,-,-,-,-,-,-,-,-,349357
AI,Open,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,4293,7147,9649,-,-,-,-,4509
AI,OBC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,5878,9402,12115,-,-,-,-,6437
AI,EWS,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,6428,12569,14608,23216,-,-,-,6626
AI,SC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,35171,50061,77482,-,-,-,-,45429
AI,ST,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,90130,101111,83455,-,-,-,-,-
AI,Open,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",4034,6019,7160,19673,-,-,4233,6382,7728,-,-,-,-,4260
AI,OBC,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",6444,8061,9132,20509,-,-,6151,7642,9518,15871,-,-,-,6433
AI,EWS,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",6934,9309,11579,-,-,-,6322,11311,12499,-,-,-,-,7746
AI,SC,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",30458,48591,58396,-,-,-,26823,28746,32565,-,-,-,-,28148
AI,ST,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",66352,66352,66352,-,-,-,51693,72028,86617,150350,-,-,-,74877
AI,Open-PwD,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,255047,255047,255047,-,-,-,-,136487
AI,SC-PwD,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,391383,391383,391383,-,-,-,-,-
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,215403
AI,ST-PwD,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,512142,512142,-,-,-,-,-,-
AI,Open,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",11289,14279,15957,23121,-,-,11255,15247,16041,-,-,-,-,11240
AI,EWS,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",14272,15730,16549,-,-,-,12986,17210,17212,-,-,-,-,13312
AI,OBC,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",13341,15950,16926,23162,-,-,12623,16353,17630,-,-,-,-,13158
AI,SC,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",73245,92315,96934,127056,-,-,76556,99734,107784,131964,-,-,-,79494
AI,ST,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",108429,123279,126606,-,-,-,112572,126558,128865,-,-,-,-,106595
AI,Open-PwD,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,477287,248064,774059,-,-,-,-,73022
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,374125
AI,Open,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,"₹ 1,58,600",315,1,"₹ 10,00,000","₹18,000",13343,16723,18102,23428,-,-,13638,18820,20202,-,-,-,-,15066
AI,OBC,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,"₹ 1,58,600",315,1,"₹ 10,00,000","₹18,000",14495,17195,18553,-,-,-,15183,19202,21082,-,-,-,-,16137
AI,EWS,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,"₹ 1,58,600",315,1,"₹ 10,00,000","₹18,000",16870,19552,19858,-,-,-,17083,20061,21983,-,-,-,-,17163
AI,SC,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,"₹ 1,58,600",315,1,"₹ 10,00,000","₹18,000",79899,95384,101271,-,-,-,82851,102583,102583,-,-,-,-,97338
AI,ST,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,"₹ 1,58,600",315,1,"₹ 10,00,000","₹18,000",118647,97771,132766,-,-,-,107309,107309,135300,-,-,-,-,114517
AI,Open-PwD,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,"₹ 1,58,600",315,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,483845
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,"₹ 1,58,600",315,1,"₹ 10,00,000","₹18,000",556299,1126926,-,-,-,-,-,-,-,-,-,-,-,-
AI,EWS,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹18,000",17037,19672,19672,-,-,-,15646,18324,18324,-,-,-,-,18612
AI,Open,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹18,000",14091,15215,16850,23439,-,-,13955,18063,19688,-,-,-,-,13129
AI,OBC,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹18,000",15561,17759,18640,-,-,-,15698,19139,20289,-,-,-,-,15276
AI,SC,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹18,000",83516,101445,105670,-,-,-,83282,108719,109583,134802,-,-,-,93364
AI,ST,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹18,000",121234,129043,135695,-,-,-,123964,131705,131705,-,-,-,-,121048
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,882597,882597,882597,-,-,-,-,-
AI,Open-PwD,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹18,000",713504,807533,1065283,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",1623,3128,5258,9127,-,16813,2338,3840,3840,7881,21292,-,-,2368
AI,EWS,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",4206,6379,9078,18468,-,-,4237,5273,5273,-,-,-,-,5194
AI,OBC,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",3678,5563,7524,15078,-,-,3875,6126,7043,12968,-,-,-,4444
AI,SC,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",30525,37380,37380,-,-,-,29621,44603,62062,112611,-,-,-,24786
AI,ST,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",63391,67882,67882,-,-,-,48044,58801,67193,141245,-,-,-,60871
AI,OBC-PwD,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,386922,386922,386922,-,-,-,-,213016
AI,Open-PwD,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",16346,16346,16346,-,-,-,-,-,-,-,-,-,-,181340
AI,SC-PwD,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,557723
AI,Open,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",4088,6113,7554,15335,-,21073,3532,6717,7473,11430,-,-,-,4153
AI,OBC,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",7044,8863,10690,19103,-,-,6289,9143,11484,13576,-,-,-,6279
AI,EWS,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",6379,9895,10997,-,-,-,6375,11643,12415,17607,-,-,-,8531
AI,SC,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",38605,47341,47341,-,-,-,42154,62062,82506,-,-,-,-,43828
AI,ST,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",82573,82959,81269,-,-,-,86079,96411,103102,-,-,-,-,87349
AI,Open-PwD,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,256822,256822,256822,-,-,-,-,374630
AI,EWS-PwD,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,394628
AI,OBC-PwD,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹18,000",361404,361404,361404,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹18,000",5763,8793,10448,21698,-,-,6065,9138,10853,14500,-,-,-,6168
AI,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹18,000",8599,10525,11932,22007,-,-,7642,11144,12177,16537,-,-,-,8175
AI,EWS,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹18,000",8747,10344,13146,22670,-,-,8532,13629,15278,-,-,-,-,7223
AI,SC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹18,000",39179,71669,71669,123434,-,-,44603,74072,88975,128809,-,-,-,45726
AI,ST,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹18,000",86362,87678,115665,-,-,-,93148,105187,119988,-,-,-,-,84031
AI,Open-PwD,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹18,000",341996,341996,631998,-,-,-,279696,279696,279696,-,-,-,-,-
