CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,Institute,Course,Quota,Category
-,-,-,-,-,-,-,-,26836,27496,-,"Govt Med Coll, Siddipet",ENT,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,21224,20939,26878,26878,-,"Govt Med Coll, Suryapet",ENT,Tel Govt-NS LOC,OPEN-GEN
17619,17746,24549,24549,24549,24549,20774,20774,26900,26900,-,"Rajiv Gandhi IMS, Adilabad",ENT,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,17788,20494,26906,26906,-,"Dr Patnam MRInstofMS,Chevella",PAEDIATRICS,Tel Govt-NS LOC,BCD-GEN
2506,19520,27371,27371,27371,27371,20192,22479,26917,26917,-,"Apollo IMSR, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,28384,27120,27120,-,"Govt Med Coll, Siddipet",PSYCHIATRY,Tel Govt-NS LOC,OPEN-GEN
28034,28034,28034,28034,28034,28034,18748,27147,27147,27147,-,"Osmania Med Coll, Hyderabad",OBG,Tel Govt-NS LOC,ST-FEM
-,-,-,-,-,-,18996,18996,27156,27156,-,"Dr Patnam MRInstofMS,Chevella",OBG,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,-,27184,27184,-,"Mamata AcadofMedSci,Bachupally",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-GEN
14459,16817,26533,26533,26533,26533,18869,20299,27495,28344,-,"Rajiv Gandhi IMS, Adilabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
17605,17605,24706,24706,24706,24706,11369,11369,27627,27627,-,"Kamineni , Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,OPEN-FEM
19115,23483,36634,36634,36634,36634,17723,17723,27632,27632,-,"CAIMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,16846,16846,27657,30430,-,"CAIMS, Karimnagar",OBG,Tel Govt-NS LOC,OPEN-GEN
14452,20350,22076,22076,22076,22076,-,22014,27728,27728,-,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-FEM
18492,18492,18492,18492,18492,18492,27190,27959,27959,27959,-,"Osmania Med Coll, Hyderabad",OBG,Tel Govt-NS LOC,SC-GEN
22803,22803,22803,22803,22803,22803,28015,28015,28015,28015,-,"Prathima IMS, Karimnagar",RADIO DIAGNOSIS,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,23958,28017,38254,-,"MNR Med Coll, Sangareddy",GENERAL SURGERY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,15394,23832,28051,25293,-,"Mamata Med Coll, Khammam",PAEDIATRICS,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,28083,28083,28083,28083,-,"Govt Med Coll, Siddipet",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCC-FEM
-,-,-,-,-,-,21967,21967,28102,28102,-,"Kamineni , Hyderabad",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
16317,25886,31561,31561,31561,31561,-,-,28239,28239,-,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,26765,26765,28336,28336,-,"Govt Med Coll, Siddipet",PAEDIATRICS,Tel Govt-NS LOC,SC-FEM
31481,22434,33274,33274,33274,33274,28344,28344,28344,33965,-,"Osmania Med Coll, Hyderabad",PSYCHIATRY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,22695,22695,28384,28384,-,"Mamata AcadofMedSci,Bachupally",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,28566,28566,28566,28566,-,"CAIMS, Karimnagar",RADIO DIAGNOSIS,Tel Govt-NS LOC,SC-GEN
34613,34613,34613,34613,34613,34613,28611,28611,28611,28611,-,"Apollo IMSR, Hyderabad",PSYCHIATRY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,23494,23494,28874,28874,-,"Maheshwara Med Coll, Medak",PAEDIATRICS,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,28880,28880,28880,28880,-,"Kakatiya Med Coll, Warangal",PAEDIATRICS,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,28955,28955,28955,28955,-,"SVS Med Coll, Mehboobnagar",RADIO DIAGNOSIS,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,-,-,28973,28973,-,"Dr Patnam MRInstofMS,Chevella",OBG,Tel Govt-NS LOC,OPEN-GEN
14651,14651,14651,14651,14651,14651,24835,24835,28989,28989,-,"Osmania Med Coll, Hyderabad",OBG,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,16246,25996,29070,29070,-,"Rajiv Gandhi IMS, Adilabad",TBRD,Tel Govt-NS LOC,BCA-GEN
14451,14813,21219,21219,21219,21219,19822,19822,29072,29072,-,"Govt Med Coll, Nizamabad",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,29339,30188,-,"Kamineni IMS, Narketpally",PAEDIATRICS,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,-,15610,29376,29376,-,"Apollo IMSR, Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,BCB-GEN
14640,16364,25250,25250,25250,25250,21142,21142,29402,34574,-,"Mamata Med Coll, Khammam",TBRD,Tel Govt-NS LOC,OPEN-GEN
23669,23669,23669,23669,23669,23669,29658,29658,29658,29658,-,"NIMS, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,21904,21904,29731,29731,-,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-GEN
19058,19116,28241,28241,28241,28241,-,28126,29754,29754,-,"Kakatiya Med Coll, Warangal",OBG,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,26549,26549,29773,29773,-,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,Tel Govt-NS LOC,BCB-GEN
23435,23435,26776,26776,26776,26776,29797,29797,29797,29797,-,"DCMS, Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,MIN-GEN-MSM
-,-,-,-,-,-,-,-,29918,29918,-,"Rajiv Gandhi IMS, Adilabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCD-GEN
25103,25103,25103,25103,25103,25103,30016,30016,30016,30016,-,"DrVRK Womens MedColl,Aziznagar",PAEDIATRICS,Tel Govt-NS LOC,MIN-FEM-MSM
16530,16530,17405,19988,19988,19988,18723,18723,30034,30034,-,"Kamineni IMS, Narketpally",OBG,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,29597,29597,30039,30039,-,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,19882,30075,30075,30075,-,"Kakatiya Med Coll, Warangal",EMERGENCY MEDICINE,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,22692,22692,30104,30104,-,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,30167,30167,30167,30167,-,"Mediciti IMS, Ghanpur",RADIO DIAGNOSIS,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,18749,17713,30188,33287,-,"Prathima IMS, Karimnagar",TBRD,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,16349,17948,30231,30953,-,"MNR Med Coll, Sangareddy",OBG,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,22596,22596,30272,30272,-,"Govt Med Coll, Nizamabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,21119,21119,30423,28051,-,"Surabhi InstituteofMS,Siddipet",OBG,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,30427,30427,-,"Bhaskar Med Coll, Yenkapally",OBG,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,20269,20269,30430,31451,-,"Mahavir Inst of MS, Vikarabad",OBG,Tel Govt-NS LOC,OPEN-GEN
36573,36573,36573,36573,36573,36573,30457,30457,30457,30457,-,"DCMS, Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,MIN-FEM-MSM
-,-,-,-,-,-,20836,20958,30500,30500,-,"CAIMS, Karimnagar",OBG,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,23515,23515,30648,30648,-,"Kamineni , Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,23565,23565,30766,35526,-,"Kamineni , Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,22146,23882,30830,30830,-,"Govt Med Coll, Siddipet",OPHTHALMOLOGY,Tel Govt-NS LOC,BCD-FEM
-,-,-,-,-,-,27959,29754,30885,30885,-,"Govt Med Coll, Mahabubnagar",OBG,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,36664,36664,30983,30983,-,"Shadan IMSRC, Peerancheru",TBRD,Tel Govt-NS LOC,MIN-FEM-MSM
-,-,-,-,-,-,23002,23002,30998,30998,-,"MNR Med Coll, Sangareddy",OBG,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,27338,27338,31010,31010,-,"Apollo IMSR, Hyderabad",ENT,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,31055,31055,-,"Osmania Med Coll, Hyderabad",PSYCHIATRY,Tel Govt-NS LOC,BCC-GEN
-,-,-,-,-,-,19677,19677,31094,31094,-,"Govt Med Coll, Siddipet",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,31317,31317,31317,31317,-,"SVS Med Coll, Mehboobnagar",PAEDIATRICS,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,20858,20858,31363,31363,-,"Maheshwara Med Coll, Medak",OBG,Tel Govt-NS LOC,BCD-FEM
-,-,-,-,-,-,22423,22423,31416,31416,-,"Bhaskar Med Coll, Yenkapally",TBRD,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,21609,21609,31424,35036,-,"Prathima IMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,BCD-GEN
24351,24351,24351,24351,24351,24351,27627,27627,31451,35862,-,"Kamineni , Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,31475,31475,-,"SVS Med Coll, Mehboobnagar",GENERAL SURGERY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,32914,32914,31592,31592,-,"Surabhi InstituteofMS,Siddipet",PAEDIATRICS,Tel Govt-NS LOC,BCE-FEM
-,-,-,-,-,-,23490,25325,31596,38091,-,"Prathima IMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,31600,31600,31600,31600,-,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,Tel Govt-NS LOC,SC-FEM
30668,27827,31375,31375,31375,31375,25146,25146,31750,31750,-,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
40143,46285,46285,46285,46285,46285,31922,31922,31922,31922,-,"SVS Med Coll, Mehboobnagar",GENERAL SURGERY,Tel Govt-NS LOC,BCE-FEM
-,-,-,-,-,-,32000,32000,32000,32000,-,"Govt Med Coll, Suryapet",ENT,Tel Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,22844,22844,32150,32150,-,"Mediciti IMS, Ghanpur",GENERAL SURGERY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,28051,28051,32181,32181,-,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,-,-,32215,32215,-,"RVM IMSRC, Siddipet",TBRD,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,21267,32273,32273,32273,-,"SVS Med Coll, Mehboobnagar",ENT,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,32315,32315,32315,32315,-,"Mamata Med Coll, Khammam",GENERAL SURGERY,Tel Govt-NS LOC,BCA-GEN
41398,27378,47591,47591,47591,47591,32384,32384,32384,32384,-,"DCMS, Hyderabad",ENT,Tel Govt-NS LOC,MIN-GEN-MSM
-,-,-,-,-,-,24412,24412,32413,32413,-,"Govt Med Coll, Nizamabad",PSYCHIATRY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,21124,21124,32431,32431,-,"Bhaskar Med Coll, Yenkapally",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,-,32438,32438,-,"Govt Med Coll, Suryapet",OBG,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,17584,23228,32455,31019,-,"Kamineni IMS, Narketpally",TBRD,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,32575,32575,-,"Govt Med Coll, Siddipet",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCE-FEM
-,-,-,-,-,-,40812,40812,32590,32590,-,"Kamineni , Hyderabad",DERMATOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,25624,25624,32598,32598,-,"MNR Med Coll, Sangareddy",TBRD,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,32752,32752,32752,32752,-,"Kamineni , Hyderabad",TBRD,Tel Govt-NS LOC,BCE-GEN
23167,25782,25782,25782,25782,25782,28102,28102,32826,32826,-,"Apollo IMSR, Hyderabad",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
26776,26776,28464,28464,28464,28464,-,-,32830,32830,-,"Shadan IMSRC, Peerancheru",GENERAL SURGERY,Tel Govt-NS LOC,MIN-GEN-MSM
-,-,-,-,-,-,30188,30188,32838,32838,-,"Mediciti IMS, Ghanpur",TBRD,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,-,32907,32907,-,"Rajiv Gandhi IMS, Adilabad",ORTHOPAEDICS,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,30272,30272,32914,32914,-,"Kamineni IMS, Narketpally",GENERAL MEDICINE,Tel Govt-NS LOC,BCE-FEM
27380,27380,38926,38926,38926,38926,-,28867,32958,32958,-,"CAIMS, Karimnagar",ENT,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,32991,32991,32991,32991,-,"Osmania Med Coll, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
16803,25602,25925,25925,25925,25925,22248,22248,33057,33057,-,"Shadan IMSRC, Peerancheru",OBG,Tel Govt-NS LOC,MIN-GEN-MSM
17527,22369,22369,22369,22369,22369,29754,33250,33250,33250,-,"Osmania Med Coll, Hyderabad",TBRD,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,29015,30648,33269,33269,-,"Mamata Med Coll, Khammam",EMERGENCY MEDICINE,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,18236,23040,33285,33513,-,"MNR Med Coll, Sangareddy",DERMATOLOGY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,33287,33287,33287,43591,-,"Prathima IMS, Karimnagar",OPHTHALMOLOGY,Tel Govt-NS LOC,BCB-GEN
22267,22267,22267,22267,22267,22267,14150,18748,33289,33289,-,"Kakatiya Med Coll, Warangal",GENERAL MEDICINE,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,12575,12575,33444,33444,-,"RVM IMSRC, Siddipet",GENERAL MEDICINE,Tel Govt-NS LOC,BCE-FEM
28683,30909,35126,35126,35126,35126,29508,29508,33457,33457,-,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,33513,33513,33513,41706,-,"Bhaskar Med Coll, Yenkapally",ENT,Tel Govt-NS LOC,BCB-GEN
28742,28742,28742,28742,28742,28742,29731,29731,33552,33552,-,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,33965,33965,33965,39211,-,"Govt Med Coll, Siddipet",PSYCHIATRY,Tel Govt-NS LOC,BCB-FEM
15010,15010,15010,15010,15010,15010,24745,24745,34319,34319,-,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,34511,34511,34511,34511,-,"Osmania Med Coll, Hyderabad",DO,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,32832,32832,34514,34514,-,"Govt Med Coll, Nizamabad",OPHTHALMOLOGY,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,-,-,34520,34520,-,"Bhaskar Med Coll, Yenkapally",DERMATOLOGY,Tel Govt-NS LOC,BCA-GEN
-,-,46899,64185,64185,64185,27587,27476,34620,34620,-,"Kamineni , Hyderabad",RADIATION ONCOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,34689,34689,-,"CAIMS, Karimnagar",TBRD,Tel Govt-NS LOC,BCC-GEN
-,-,-,-,-,-,22912,22912,34700,34700,-,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,34772,34772,34772,34772,-,"Kamineni IMS, Narketpally",GENERAL SURGERY,Tel Govt-NS LOC,BCD-GEN
21308,21308,23018,23018,23018,23018,22904,22424,34833,36221,-,"MNR Med Coll, Sangareddy",GENERAL SURGERY,Tel Govt-NS LOC,OPEN-GEN
14246,26309,24219,24219,24219,24219,27721,29918,34882,34882,-,"Osmania Med Coll, Hyderabad",DTBCD,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,29738,29738,34885,34885,-,"Mamata Med Coll, Khammam",GENERAL MEDICINE,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,34969,34969,34969,-,"Kamineni IMS, Narketpally",GENERAL SURGERY,Tel Govt-NS LOC,BCB-FEM
28464,28464,49126,49126,49126,49126,24659,24659,34987,34987,-,"DCMS, Hyderabad",ORTHOPAEDICS,Tel Govt-NS LOC,MIN-GEN-MSM
-,-,-,-,-,-,28668,28668,35036,41486,-,"Dr Patnam MRInstofMS,Chevella",TBRD,Tel Govt-NS LOC,BCD-FEM
28061,28061,37177,37177,37177,37177,35040,35040,35040,35040,-,"MNR Med Coll, Sangareddy",GENERAL SURGERY,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,23137,30830,35106,35106,-,"SVS Med Coll, Mehboobnagar",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,31451,31451,35119,35119,-,"Mamata Med Coll, Khammam",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,35125,35125,35125,35125,-,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,Tel Govt-NS LOC,BCD-FEM
-,-,-,47771,47771,47771,23276,25311,35188,35188,-,"Surabhi InstituteofMS,Siddipet",GENERAL SURGERY,Tel Govt-NS LOC,OPEN-GEN
22952,22952,28981,28981,28981,28981,35189,35189,35189,35189,-,"MNR Med Coll, Sangareddy",RADIO DIAGNOSIS,Tel Govt-NS LOC,SC-GEN
37020,37020,37020,37020,37020,37020,31592,38956,35444,35444,-,"DCMS, Hyderabad",OPHTHALMOLOGY,Tel Govt-NS LOC,MIN-GEN-MSM
-,-,35286,35286,35286,35286,30034,23477,35526,36450,-,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,20958,24538,35565,35565,-,"Mahavir Inst of MS, Vikarabad",OBG,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,35653,35653,35653,35653,-,"Apollo IMSR, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCD-FEM
33962,33962,50469,50469,50469,50469,38447,38447,35694,44123,-,"Shadan IMSRC, Peerancheru",ANAESTHESIOLOGY,Tel Govt-NS LOC,MIN-GEN-MSM
35838,35429,35429,35429,35429,35429,28239,28239,35716,35716,-,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,35536,35980,35980,35980,-,"Rajiv Gandhi IMS, Adilabad",GENERAL SURGERY,Tel Govt-NS LOC,BCC-GEN
-,-,-,-,-,-,-,-,36007,36007,-,"Mediciti IMS, Ghanpur",GENERAL SURGERY,Tel Govt-NS LOC,BCD-FEM
23452,23452,23452,23452,23452,23452,36076,36076,36076,36076,-,"CAIMS, Karimnagar",GENERAL MEDICINE,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,36211,36211,36211,36211,-,"CAIMS, Karimnagar",ORTHOPAEDICS,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,29499,29499,36221,29696,-,"Mamata AcadofMedSci,Bachupally",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,36247,36247,36247,36247,-,"Rajiv Gandhi IMS, Adilabad",GENERAL MEDICINE,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,36261,36261,36261,36261,-,"Dr Patnam MRInstofMS,Chevella",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,36303,36303,36303,36303,-,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-FEM
-,25930,25930,25930,25930,25930,34885,34885,36372,36372,-,"Bhaskar Med Coll, Yenkapally",GENERAL MEDICINE,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,36380,36380,36380,36380,-,"Bhaskar Med Coll, Yenkapally",OPHTHALMOLOGY,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,27728,27728,36452,36452,-,"Bhaskar Med Coll, Yenkapally",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,27476,36529,36529,36529,-,"RVM IMSRC, Siddipet",OBG,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,19320,19320,36604,36604,-,"Mamata Med Coll, Khammam",GENERAL SURGERY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,26212,26212,36647,36647,-,"MNR Med Coll, Sangareddy",OBG,Tel Govt-NS LOC,BCE-GEN
22934,22934,38024,38024,38024,38024,26303,26303,36664,36664,-,"DrVRK Womens MedColl,Aziznagar",OBG,Tel Govt-NS LOC,MIN-FEM-MSM
-,-,-,-,-,-,24422,24422,36712,36712,-,"CAIMS, Karimnagar",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-FEM
23319,24228,38052,41044,41044,41044,24538,25293,36726,36726,-,"CAIMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,28260,28260,36742,36742,-,"Mamata Med Coll, Khammam",PAEDIATRICS,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,-,-,36744,36744,-,"Mediciti IMS, Ghanpur",GENERAL MEDICINE,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,33444,33444,36793,36793,-,"MNR Med Coll, Sangareddy",EMERGENCY MEDICINE,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,36744,36744,36801,36801,-,"SVS Med Coll, Mehboobnagar",PAEDIATRICS,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,18869,36825,36825,-,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-GEN
30968,31278,43887,43887,43887,43887,33141,33269,36851,36851,-,"Kamineni IMS, Narketpally",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
25767,26271,38838,38838,38838,38838,36874,36874,36874,36874,-,"ESIC Med Coll,Sanath Nagar",PMR,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,29403,30034,36892,43584,-,"RVM IMSRC, Siddipet",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,30423,36909,36909,-,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,32273,35106,36915,36915,-,"Mamata Med Coll, Khammam",PSYCHIATRY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,36917,36917,36917,36917,-,"Kamineni IMS, Narketpally",ORTHOPAEDICS,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,36952,36952,36952,36952,-,"Kamineni , Hyderabad",PAEDIATRICS,Tel Govt-NS LOC,SC-GEN
22749,22749,40802,40802,40802,40802,-,-,36999,36999,-,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,38324,38324,37068,45117,-,"Kamineni IMS, Narketpally",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,30885,30885,37285,37285,-,"Gandhi Med Coll, Secunderabad",TBRD,Tel Govt-NS LOC,SC-FEM
23470,23470,36924,36924,36924,36924,28384,28874,37469,41891,-,"Prathima IMS, Karimnagar",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
23261,23261,38098,38098,38098,38098,33457,33457,37684,37684,-,"CAIMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,28126,28989,37734,37734,-,"Govt Med Coll, Nizamabad",GENERAL SURGERY,Tel Govt-NS LOC,SC-FEM
29498,29893,29893,29893,29893,29893,33580,33580,37739,37739,-,"Gandhi Med Coll, Secunderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,37801,37801,37801,37801,-,"Mamata AcadofMedSci,Bachupally",PAEDIATRICS,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,34987,34987,38078,38078,-,"CAIMS, Karimnagar",TBRD,Tel Govt-NS LOC,BCE-GEN
29397,32166,40550,40550,40550,40550,35188,35188,38091,44752,-,"MNR Med Coll, Sangareddy",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
38024,38024,43243,43243,43243,43243,38167,38167,38167,38167,-,"Shadan IMSRC, Peerancheru",ANAESTHESIOLOGY,Tel Govt-NS LOC,MIN-FEM-MSM
-,-,-,-,-,-,38172,38172,38172,38172,-,"Dr Patnam MRInstofMS,Chevella",GENERAL SURGERY,Tel Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,27148,27148,38254,39659,-,"Mahavir Inst of MS, Vikarabad",GENERAL SURGERY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,38288,38288,38288,38288,-,"RVM IMSRC, Siddipet",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,-,29376,38324,38324,-,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,29696,38439,38439,-,"Mamata AcadofMedSci,Bachupally",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
37066,41398,41398,41398,41398,41398,25365,25365,38447,38447,-,"DCMS, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,MIN-FEM-MSM
-,-,-,-,-,-,29296,21267,38455,38455,-,"Kamineni IMS, Narketpally",ENT,Tel Govt-NS LOC,OPEN-GEN
