QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,STIPEND YEAR 1,BOND YEARS,BOND PENALTY,BEDS,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
NBE Diploma,SC,Rajasthan,"Govt Medical College, Rampura",DCH,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,42677,42761,42761,-,-,-,-,-,-,-
AIQ,ST,Tamil Nadu,"Mohan Kumaramangalam, Salem",PAEDIATRICS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1642,42829,39613,28413,-,-,-,-,-,-,-
AIQ,ST,Chhattisgarh,"CIMS, Bilaspur",PAEDIATRICS,"₹ 20,000","₹67,500",2,"₹ 50,00,000",550,32465,39137,42945,-,-,-,-,-,-,-
AIQ,SC,Maharashtra,"Govt Med Coll, Nanded",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",750,30962,36718,42955,-,-,-,-,-,-,-
AIQ,SC,Madhya Pradesh,Bhopal Memorial Hosp & RC,ANAESTHESIOLOGY,"₹ 1,27,420","₹75,444",1,"₹10,00,000",350,31385,39329,43071,-,-,-,-,-,-,-
NBE Diploma,GEN,Jharkhand,"Central Hospital, Ranchi",DO,"₹1,25,000","₹ 56,100",0,₹0,200,43126,43126,43126,-,-,-,-,-,-,-
AIQ,SC,Karnataka,"Belagavi IMS, Belagavi",ENT,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1000,33463,39437,43185,-,-,-,-,-,-,-
AIQ,ST,West Bengal,"IPGMER, Kolkata",PAEDIATRICS,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2300,39518,43189,43189,-,-,-,-,-,-,-
AIQ,OBC,Tamil Nadu,"Madurai Med Coll, Madurai",IHBT,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",3518,18594,16967,26939,34064,43203,-,-,-,-,-
NBE Diploma,GEN,Karnataka,"K C Gen Hospital, Bangalore",DO,"₹1,25,000","₹ 45,000",1,"₹20,00,000",453,31785,43223,43223,-,-,-,-,-,-,-
NBE Diploma,EWS,West Bengal,"DiamondHarbour,Harindanga",DTBCD,"₹1,25,000","₹49,884",0,₹0,726,34414,43270,43270,-,-,-,-,-,-,-
NBE Diploma,GEN,Maharashtra,"District Hospital, Beed, MH",DO,"₹1,25,000","₹ 75,144",1,"₹50,00,000",-,42109,43310,43122,-,-,-,-,-,-,-
AIQ,SC,Maharashtra,"Govt Med Coll, Miraj",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",725,34798,38784,43311,-,-,-,-,-,-,-
IP,OBC,Delhi,"VMMC, Delhi",ENT,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,42662,43393,43393,-,-,-,-,-,-,-
AIQ,GEN,Gujarat,"Medical College, Baroda",IHBT,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1250,31204,43445,14129,-,-,-,-,-,-,-
AIQ,SC,Odisha,"SCB, Cuttack",OPHTHALMOLOGY,"₹ 38,500","₹70,686",2,"₹ 53,30,000",2106,31953,38173,43467,-,-,-,-,-,-,-
NBE Diploma,GEN,Maharashtra,"Thorat Netra Hospital, Akola",DO,"₹1,25,000","₹ 35,000",0,₹0,-,39897,42389,43536,-,-,-,-,-,-,-
AIQ,ST,Assam,"Assam Med Coll, Dibrugarh",OBG,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",1365,43606,43606,43606,-,-,-,-,-,-,-
NBE Diploma,GEN,Rajasthan,"Govt Medical College, Rampura",DO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,41156,43623,38592,-,-,-,-,-,-,-
AIQ,ST,Himachal Pradesh,"RPG, Tanda",ORTHOPAEDICS,"₹ 39,000","₹ 40,000",3,"₹ 40,00,000",802,38377,43646,43646,-,-,-,-,-,-,-
AIQ,SC,West Bengal,Midnapore Medical College,OPHTHALMOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1051,30959,33521,43695,-,-,-,-,-,-,-
AIQ,SC,Maharashtra,"Govt Med Coll, Gondia",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",500,34854,42131,43709,-,-,-,-,-,-,-
AIQ,SC,Jharkhand,"MGM Med Coll, Jamshedpur",OPHTHALMOLOGY,"₹1,500","₹54,500",3,"₹ 30,00,000",540,35226,39774,43738,-,-,-,-,-,-,-
AIQ,SC,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PSYCHIATRY,"₹ 48,600","₹60,823",0,₹ 0,715,33936,38337,41972,43763,-,-,-,-,-,-
AIQ,SC,Karnataka,Karwar Inst of Med Sciences,GENERAL SURGERY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",650,26819,27972,31619,43577,43786,-,-,-,-,-
IP,SC,Delhi,"ESI, Basaidarpur, Delhi",PAEDIATRICS,"₹ 2,50,000","₹ 1,15,000",2,"₹ 10,00,000",600,38451,43833,40219,-,-,-,-,-,-,-
AIQ,SC,Karnataka,"Mandya IMS, Mandya",ENT,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",Info Not Available,32144,38568,43896,-,-,-,-,-,-,-
NBE Diploma,GEN,Maharashtra,"Daga Mem Women Hosp, Nagpur",DA,"₹1,25,000","₹ 75,144",1,"₹50,00,000",Info Not Available,39603,42816,43899,-,-,-,-,-,-,-
NBE Diploma,GEN,Telangana,"SLG Hospitals, Bachupally",DA,"₹1,25,000","₹ 50,686",0,₹0,Info Not Available,41054,42768,43910,-,-,-,-,-,-,-
AIQ,OBC,Assam,"Gauhati Med Coll, Guwahati",DA,"₹ 17,900","₹ 55,200",2,"₹ 15,00,000",2185,37616,44021,43917,-,-,-,-,-,-,-
NBE Diploma,OBC,Uttar Pradesh,"Rani DurgavatiMedColl,Banda,UP",DA,"₹1,25,000","₹ 80,000",0,₹ 0,430,-,-,44027,-,-,-,-,-,-,-
AIQ,ST,Uttar Pradesh,"Dr RML IMS, Lucknow",ORTHOPAEDICS,"₹ 37,500","₹1,08,672",2,"₹ 40,00,000",Info Not Available,42092,44033,44033,-,-,-,-,-,-,-
NBE Diploma,SC,Tamil Nadu,"Govt MC Hosp, Ramanathapuram",DGO,"₹1,25,000","₹52,451",2,"₹ 20,00,000",280,-,44074,44074,-,-,-,-,-,-,-
AIQ,ST,Karnataka,Kodagu Inst of Med Sciences,OBG,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",600,44084,44084,44084,-,-,-,-,-,-,-
NBE Diploma,OBC,Delhi,"ESI Hospital, Jhilmil Shahdara",DO,"₹1,25,000","₹70,000",1,"₹ 7,50,000",300,35485,44175,44175,-,-,-,-,-,-,-
NBE Diploma,GEN,Uttar Pradesh,"AutonomousStateMC,Rampur",DA,"₹1,25,000","₹ 80,000",0,₹ 0,Info Not Available,39396,44231,39709,-,-,-,-,-,-,-
DNB Post MBBS,EWS,Madhya Pradesh,"JaiPrakash DistGovtHosp,Bhopal",DNBFAMILY MEDICINE,"₹1,25,000","₹75,444",3,"₹20,00,000",330,27168,30782,39257,44251,-,-,-,-,-,-
AIQ,SC,Maharashtra,"Sri Bhausaheb, Dhule",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",545,31275,40608,44314,-,-,-,-,-,-,-
AIQ,ST,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ORTHOPAEDICS,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1135,41099,42287,44342,-,-,-,-,-,-,-
AIQ,EWS,Punjab,"Govt Med Coll, Amritsar",DA,"₹ 1,25,000","₹ 67,968",1,"₹ 10,00,000",951,44376,44376,44376,-,-,-,-,-,-,-
AIQ,ST,Maharashtra,"Pimpri Chinchwad, Pimpri",OBG,"₹ 1,43,300","₹92,522",1,"₹50,00,000",750,36077,29960,44387,-,-,-,-,-,-,-
NBE Diploma,SC,Tamil Nadu,"Govt HQ Hosp, Perambalur",DGO,"₹1,25,000","₹52,451",2,"₹ 20,00,000",Info Not Available,28309,43096,44391,-,-,-,-,-,-,-
AIQ,SC,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DGO,"₹ 50,000","₹ 52,451",2,"₹ 20,00,000",1400,29452,25518,37956,44444,-,-,-,-,-,-
AIQ,SC,Bihar,"Darbhanga, Lehriasarai",OPHTHALMOLOGY,"₹ 9,000","₹82,000",3,"₹ 25,00,000",1030,-,-,44459,-,-,-,-,-,-,-
DNB Post MBBS,SC,Bihar,"SriKrishna MedColl,Muzaffarpur",DNBPAEDIATRICS,"₹1,25,000","₹82,000",3,"₹ 25,00,000",610,29797,37598,39180,44472,-,-,-,-,-,-
NBE Diploma,SC,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DCH,"₹1,25,000","₹ 95,358",0,₹0,366,32398,38245,39236,44514,-,-,-,-,-,-
NBE Diploma,SC,Maharashtra,"Daga Mem Women Hosp, Nagpur",DCH,"₹1,25,000","₹ 75,144",1,"₹50,00,000",Info Not Available,44514,38853,40763,-,-,-,-,-,-,-
AIQ,SC,Punjab,"Guru Govind Singh, Faridkot",ENT,"₹ 1,25,000","₹ 67,968",1,"₹ 10,00,000",1000,29702,38366,41065,44544,-,-,-,-,-,-
AIQ,ST,Odisha,"VIMSAR, Burla",PAEDIATRICS,"₹ 38,500","₹70,686",2,"₹ 53,30,000",1071,32819,40672,44549,-,-,-,-,-,-,-
DNB Post MBBS,SC,Jammu and Kashmir,"Govt Med Coll Hosp, Anantnag",DNBDERMATOLOGY,"₹1,25,000","₹ 59,500",0,₹0,363,20769,32289,25473,38371,44575,-,-,-,-,-
DNB Post MBBS,SC,West Bengal,"Asansol Dist Hosp, Asansol",DNBGENERAL SURGERY,"₹1,25,000","₹49,884",0,₹0,375,38746,40079,40629,44576,-,-,-,-,-,-
AIQ,SC,Rajasthan,"Govt Med Coll, Kota",OPHTHALMOLOGY,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",2581,31779,37430,39124,44645,-,-,-,-,-,-
NBE Diploma,SC,Karnataka,"Hindustan Aero Hosp, Bangalore",DGO,"₹1,25,000","₹ 35,000",0,₹0,218,40262,41180,44646,-,-,-,-,-,-,-
NBE Diploma,OBC,Uttar Pradesh,"Autonomous State MC, Firozabad",DO,"₹1,25,000","₹ 80,000",0,₹ 0,244,43452,44650,44650,-,-,-,-,-,-,-
AIQ,ST,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹ 1,25,000","₹ 1,00,980",0,₹ 0,2080,33344,42068,44692,-,-,-,-,-,-,-
AIQ,ST,Bihar,"Darbhanga, Lehriasarai",GENERAL MEDICINE,"₹ 9,000","₹82,000",3,"₹ 25,00,000",1030,37496,44717,44717,-,-,-,-,-,-,-
AIQ,ST,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,"₹ 20,000","₹67,500",2,"₹ 50,00,000",1246,42068,44736,44736,-,-,-,-,-,-,-
NBE Diploma,SC,Gujarat,"GMERS MedColl Hosp,Valsad",DGO,"₹1,25,000","₹ 75,600",0,₹0,650,36647,36647,44767,-,-,-,-,-,-,-
NBE Diploma,OBC,Uttar Pradesh,"Rani DurgavatiMedColl,Banda,UP",DLO,"₹1,25,000","₹ 80,000",0,₹ 0,430,44777,44777,44777,-,-,-,-,-,-,-
AIQ,ST,Delhi,"VP Chest Institute, Delhi",TBRD,"₹ 57,600","₹ 1,26,927",0,₹ 0,128,27041,39005,44788,-,-,-,-,-,-,-
DNB Post MBBS,SC,Mizoram,"Civil Hospital, Aizawl",DNBGENERAL SURGERY,"₹1,25,000","₹50,000",0,₹0,300,39981,40629,44802,-,-,-,-,-,-,-
AIQ,ST,Karnataka,"VIMS, Bellary",GENERAL SURGERY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1295,44893,44893,44893,-,-,-,-,-,-,-
AIQ,SC,Maharashtra,"Shri VR Naik Govt, Yavatmal",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",756,33446,39730,44904,44302,-,-,-,-,-,-
AIQ,SC,Karnataka,"VIMS, Bellary",ENT,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1295,32936,39206,44937,-,-,-,-,-,-,-
AIQ,ST,Tamil Nadu,"KAPV Med Coll, Trichy",PAEDIATRICS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",2500,40945,43213,45055,-,-,-,-,-,-,-
AIQ,SC,Jharkhand,"Rajendra IMS, Ranchi",OPHTHALMOLOGY,"₹1,500","₹ 1,00,770",3,"₹ 30,00,000",1754,34410,39492,40807,45069,44691,-,-,-,-,-
AIQ,ST,Gujarat,"Govt Med Coll, Surat",ORTHOPAEDICS,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1150,31804,45266,45266,-,-,-,-,-,-,-
AIQ,ST,Tamil Nadu,Coimbatore Med Coll,GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1182,26367,28231,45272,-,-,-,-,-,-,-
DNB Post MBBS,SC,Arunachal Pradesh,"Tomo Riba IHMS, Naharlagun",DNBOBG,"₹1,25,000","₹ 25,000",2,"₹ 1,00,00,000",500,33602,36064,41837,45301,-,-,-,-,-,-
AIQ,SC,Assam,"Silchar Med Coll, Silchar",ENT,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",1256,38200,41932,45363,-,-,-,-,-,-,-
AIQ,SC,Kerala,"TD Med Coll, Allepey",RADIATION ONCOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",1050,37417,34378,45432,-,-,-,-,-,-,-
NBE Diploma,GEN,West Bengal,"SambhuNath Pandit Hosp,Kolkata",DA,"₹1,25,000","₹49,884",0,₹0,576,45439,45439,45439,-,-,-,-,-,-,-
NBE Diploma,OBC,Odisha,"Capital Hospital, Bhubaneswar",DA,"₹1,25,000","₹70,868",2,"₹ 34,78,000",647,45577,45577,45577,-,-,-,-,-,-,-
AIQ,ST,Goa,"Goa Med Coll, Panaji",ANAESTHESIOLOGY,"₹ 1,22,522","₹60,000",1,"₹ 50,00,000",1160,45664,45664,45664,-,-,-,-,-,-,-
AIQ,SC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ANAESTHESIOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",1268,34871,40439,45770,-,-,-,-,-,-,-
AIQ,SC,Haryana,"ESIC Med Coll, Faridabad",ANAESTHESIOLOGY,"₹ 2,50,000","₹ 1,15,853",2,"₹ 10,00,000",625,30212,30212,38116,45810,-,-,-,-,-,-
AIQ,GEN,Odisha,"MKCG, Berhampur",IHBT,"₹ 38,500","₹70,686",2,"₹ 53,30,000",1140,32978,27798,45855,25446,-,-,-,-,-,-
DNB Post MBBS,SC,Kerala,"Govt Mental Health,Kozhikode",DNBPSYCHIATRY,"₹1,25,000","₹57,876",1,"₹ 50,00,000",474,40416,39827,45901,-,-,-,-,-,-,-
AIQ,ST,Tamil Nadu,Govt Theni Med Coll,GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",940,30448,39169,45951,-,-,-,-,-,-,-
NBE Diploma,GEN,Karnataka,"District Hospital, Chitradurga",DFAM,"₹1,25,000","₹ 45,000",1,"₹20,00,000",450,46016,46016,46016,-,-,-,-,-,-,-
NBE Diploma,GEN,Odisha,"Capital Hospital, Bhubaneswar",DFAM,"₹1,25,000","₹70,868",2,"₹ 34,78,000",647,20586,46023,46023,-,-,-,-,-,-,-
NBE Diploma,GEN,Maharashtra,"District Hospital, Bhandara, MH",DA,"₹1,25,000","₹ 75,144",1,"₹50,00,000",500,43536,42852,46046,-,-,-,-,-,-,-
AIQ,ST,Uttarakhand,"Govt Med Coll, Haldwani",PAEDIATRICS,"₹ 60,000","₹ 71,257",2,"₹ 2,50,00,000",600,35922,43547,46161,-,-,-,-,-,-,-
NBE Diploma,SC,Gujarat,"General Hospital, Morbi",DCH,"₹1,25,000","₹ 75,600",0,₹0,Info Not Available,45464,44514,46162,-,-,-,-,-,-,-
NBE Diploma,SC,Rajasthan,"Govt Med Coll Hosp, Dungarpur",DCH,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,44767,44767,46238,-,-,-,-,-,-,-
NBE Diploma,GEN,Andhra Pradesh,"Krishna IMS, Nellore",DA,"₹1,25,000","₹50,686",0,₹0,250,44908,46264,46264,-,-,-,-,-,-,-
NBE Diploma,SC,Rajasthan,"District Hospital, Dholpur",DGO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,46313,46313,46313,-,-,-,-,-,-,-
AIQ,ST,Tamil Nadu,"Kilpauk Med Coll, Chennai",OBG,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1700,44564,45272,46391,-,-,-,-,-,-,-
AIQ,SC,West Bengal,Burdwan Medical College,DGO,"₹ 12,000","₹49,884",2,"₹ 20,00,000",1099,38622,43119,46431,-,-,-,-,-,-,-
AIQ,ST,Maharashtra,"Grant Med Coll, Mumbai",ENT,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2844,46834,46834,46834,-,-,-,-,-,-,-
AIQ,ST,Haryana,"ESIC Med Coll, Faridabad",PAEDIATRICS,"₹ 2,50,000","₹ 1,15,853",2,"₹ 10,00,000",625,-,-,46842,-,-,-,-,-,-,-
DNB Post MBBS,SC,West Bengal,"Walsh SDH, Serampore,Hooghly,WB",DNBOBG,"₹1,25,000","₹49,884",0,₹0,500,32325,34877,37045,46872,45190,-,-,-,-,-
AIQ,SC,Chhattisgarh,"Govt Med Coll, Ambikapur",ANAESTHESIOLOGY,"₹ 20,000","₹67,500",2,"₹ 50,00,000",785,39497,42996,46873,-,-,-,-,-,-,-
NBE Diploma,OBC,Gujarat,"ESIC Model Hospital, Ahmedabad",DA,"₹1,25,000","₹70,000",1,"₹ 7,50,000",250,-,-,46888,-,-,-,-,-,-,-
AIQ,ST,Bihar,"IGIMS, Patna",OBG,"₹ 1,60,000","₹ 1,05,000",0,₹0,1062,39276,40529,46968,-,-,-,-,-,-,-
AIQ,SC,Tripura,"Agartala Med Coll, Agartala",PSYCHIATRY,"₹ 1,50,000","₹ 55,200",1,"₹ 50,00,000",580,32477,41837,47024,-,-,-,-,-,-,-
DNB Post MBBS,GEN,Punjab,"Punjab Inst of MS, Jalandhar",DNBIHBT,"₹1,25,000","₹ 60,000",0,₹0,750,41201,47026,42055,-,-,-,-,-,-,-
NBE Diploma,OBC,Uttar Pradesh,"AutonomousStateMC,Rampur",DA,"₹1,25,000","₹ 80,000",0,₹ 0,Info Not Available,47066,47066,47066,-,-,-,-,-,-,-
NBE Diploma,SC,Rajasthan,"Govt MedColl Hosp,RamasiyaPali",DGO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,35268,47151,47151,-,-,-,-,-,-,-
AIQ,SC,Gujarat,"Govt Med Coll, Surat",ENT,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1150,29602,34233,39964,47165,-,-,-,-,-,-
AIQ,ST,Tamil Nadu,Govt Thiruvarur Med Coll,GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",555,31988,31988,47248,-,-,-,-,-,-,-
AIQ,SC,West Bengal,"College of Med & JNM, Kalyani",ANAESTHESIOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",450,38041,43272,47302,-,-,-,-,-,-,-
AIQ,ST,Telangana,"Gandhi Med Coll, Secunderabad",ANAESTHESIOLOGY,"₹ 25,000","₹58,289",1,"₹20,00,000",1200,-,-,47349,-,-,-,-,-,-,-
NBE Diploma,SC,Maharashtra,"Pandit Madan MMS Hosp,Mumbai,MH",DGO,"₹1,25,000","₹ 75,144",0,₹0,210,47398,44497,45608,-,-,-,-,-,-,-
NBE Diploma,SC,Andhra Pradesh,"District Hospital, Markapur, AP",DGO,"₹1,25,000","₹60,823",0,₹0,Info Not Available,-,40906,47398,-,-,-,-,-,-,-
NBE Diploma,SC,Maharashtra,"District Hospital, Bhandara, MH",DGO,"₹1,25,000","₹ 75,144",1,"₹50,00,000",500,41898,47398,40004,-,-,-,-,-,-,-
NBE Diploma,EWS,Tripura,"IGM Hospital, Agartala",DCH,"₹1,25,000","₹ 42,000",1,"₹ 15,00,000",Info Not Available,33020,40597,47436,-,-,-,-,-,-,-
AIQ,ST,Jammu and Kashmir,"Govt Med Coll, Srinagar",TBRD,"₹ 35,750","₹59,500",0,₹ 0,2150,32931,47442,47442,-,-,-,-,-,-,-
NBE Diploma,SC,Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DGO,"₹1,25,000","₹ 80,000",0,₹ 0,312,45301,47466,47466,-,-,-,-,-,-,-
NBE Diploma,OBC,Dadra Nagar,"VinobaBhaveCivilHosp, Silvassa",DO,"₹1,25,000","₹ 35,000",1,"₹ 10,00,000",316,43977,47496,47496,-,-,-,-,-,-,-
NBE Diploma,SC,Odisha,"Ispat Gen Hospital, Rourkela",DGO,"₹1,25,000","₹70,868",0,₹0,600,46034,47568,47568,-,-,-,-,-,-,-
AIQ,SC,Assam,"Silchar Med Coll, Silchar",ANAESTHESIOLOGY,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",1256,41273,46688,47650,-,-,-,-,-,-,-
AIQ,SC,Assam,"Tezpur Med Coll, Tezpur",PSYCHIATRY,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",500,34462,44216,44464,47672,-,-,-,-,-,-
AIQ,SC,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIATION ONCOLOGY,"₹ 37,500","₹1,08,672",2,"₹ 40,00,000",Info Not Available,39827,29488,47690,-,-,-,-,-,-,-
AIQ,ST,Uttar Pradesh,"KGMU, Lucknow",ORTHOPAEDICS,"₹ 54,700","₹1,09,955",2,"₹ 40,00,000",4500,39109,40081,47739,-,-,-,-,-,-,-
AIQ,ST,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹ 25,000","₹58,289",1,"₹20,00,000",1150,32949,32949,47822,-,-,-,-,-,-,-
NBE Diploma,OBC,Dadra Nagar,"VinobaBhaveCivilHosp, Silvassa",DFAM,"₹1,25,000","₹ 35,000",1,"₹ 10,00,000",316,42573,47823,47823,-,-,-,-,-,-,-
NBE Diploma,OBC,Karnataka,"Sir CVRaman Gen Hos, Bangalore",DA,"₹1,25,000","₹ 45,000",1,"₹20,00,000",Info Not Available,47857,47857,42102,42070,-,-,-,-,-,-
NBE Diploma,SC,West Bengal,"Arambagh SS Hospital, Hooghly",DGO,"₹1,25,000","₹49,884",0,₹0,Info Not Available,37307,47967,47967,-,-,-,-,-,-,-
AIQ,SC,Bihar,"IGIMS, Patna",RADIATION ONCOLOGY,"₹ 1,60,000","₹ 1,05,000",0,₹0,1062,39040,39040,48022,-,-,-,-,-,-,-
AIQ,EWS,Kerala,"Govt Med Coll, Kozhikode",PMR,"₹ 69,470","₹57,876",1,"₹ 50,00,000",3025,11386,31016,48045,-,-,-,-,-,-,-
AIQ,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",RADIATION ONCOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",2083,41510,47690,48082,-,-,-,-,-,-,-
NBE Diploma,GEN,Madhya Pradesh,"District Hospital, Ujjain, MP",DO,"₹1,25,000","₹75,444",3,"₹20,00,000",700,36337,48130,48130,-,-,-,-,-,-,-
NBE Diploma,GEN,Jammu and Kashmir,"District Hospital, Kulgam",DA,"₹1,25,000","₹48,000",0,₹0,200,48200,43520,43520,-,-,-,-,-,-,-
AIQ,ST,West Bengal,"Nilratan Sircar, Kolkata",OBG,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1920,43737,48219,42092,-,-,-,-,-,-,-
NBE Diploma,SC,Rajasthan,"Govt DB Dist Hosp, Churu",DGO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,48232,48232,48232,-,-,-,-,-,-,-
AIQ,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIATION ONCOLOGY,"₹ 20,000","₹67,500",2,"₹ 50,00,000",1246,41223,48236,48236,-,-,-,-,-,-,-
NBE Diploma,ST,Gujarat,"GMERS MedColl Hosp,Himmatnagar",DMRD,"₹1,25,000","₹ 75,600",0,₹0,700,37697,41794,48318,-,-,-,-,-,-,-
DNB Post MBBS,ST,Himachal Pradesh,"Pt JN Govt Med Coll, Chamba",DNBGENERAL MEDICINE,"₹1,25,000","₹40,000",2,"₹40,00,000",324,45476,48353,48353,-,-,-,-,-,-,-
NBE Diploma,OBC,Rajasthan,"Govt Medical College, Rampura",DA,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,44021,48359,48359,-,-,-,-,-,-,-
NBE Diploma,GEN,Uttar Pradesh,"MRA Med Coll, Ambedkar Nagar",DLO,"₹1,25,000","₹ 80,000",0,₹ 0,Info Not Available,38292,48429,48429,-,-,-,-,-,-,-
AIQ,ST,Uttar Pradesh,"GSVM Med Coll, Kanpur",ORTHOPAEDICS,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",2083,48464,48464,48464,-,-,-,-,-,-,-
AIQ,SC,West Bengal,"Medical College, Kolkata",RADIATION ONCOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2668,45679,41459,48512,-,-,-,-,-,-,-
NBE Diploma,SC,Rajasthan,"SK Hospital, Sikar, Rajasthan",DCH,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,48522,48522,48522,-,-,-,-,-,-,-
DNB Post MBBS,SC,Gujarat,"GMERS MedColl Hosp,Himmatnagar",DNBANAESTHESIOLOGY,"₹1,25,000","₹ 1,00,800",0,₹0,700,35810,42150,48553,-,-,-,-,-,-,-
DNB Post MBBS,SC,Haryana,"General Hospital, Panchkula",DNBORTHOPAEDICS,"₹1,25,000","₹1,00,980",0,₹0,300,34125,32398,38746,47345,48626,-,-,-,-,-
AIQ,ST,Assam,"Lokopriya ,Tezpur",PSYCHIATRY,"₹ 56,850","₹1,00,980",2,"₹ 5,00,000",336,40427,48704,48704,-,-,-,-,-,-,-
AIQ,ST,Maharashtra,"Govt Med Coll, Aurangabad",GERIATRICS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1177,39660,48717,48717,-,-,-,-,-,-,-
AIQ,SC,West Bengal,Murshidabad Med Coll,ANAESTHESIOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1208,41272,44459,48758,-,-,-,-,-,-,-
AIQ,ST,Karnataka,"Mysore Med Coll, Mysore",TBRD,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1050,46270,48777,48777,-,-,-,-,-,-,-
AIQ,SC,Manipur,"JNIMS, Imphal",PSYCHIATRY,"₹1,00,000","₹50,000",1,"₹ 20,00,000",643,39629,42357,46067,48814,-,-,-,-,-,-
NBE Diploma,GEN,Odisha,"FakirMohanMed,Balasore,Odisha",DO,"₹1,25,000","₹70,868",2,"₹ 34,78,000",360,48831,47320,38341,-,-,-,-,-,-,-
NBE Diploma,GEN,Rajasthan,"Govt Med Coll Hosp, Dungarpur",DO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,43623,48831,48831,-,-,-,-,-,-,-
AIQ,OBC-PwD,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1700,48891,48891,48891,-,-,-,-,-,-,-
NBE Diploma,OBC,Rajasthan,"District Hospital, Dholpur",DA,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,46010,48930,48930,-,-,-,-,-,-,-
AIQ,ST,Bihar,"Jawaharlal Nehru, Bhagalpur",GENERAL MEDICINE,"₹ 9,000","₹82,000",3,"₹ 25,00,000",800,36268,43721,48955,-,-,-,-,-,-,-
